htitem_id	title	author	date	rights	OCLC	LCCN	ISBN	catalog_url	handle_url
mdp.39015036753146	Bulletin of the American Library Association. v.1 1907	American Library Association.	1907-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753146
uiuo.ark:/13960/t7br8pq42	Bulletin of the American Library Association. 1907	American Library Association.	1907-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t7br8pq42
mdp.39015036753153	Bulletin of the American Library Association. v.2 1908	American Library Association.	1908-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753153
uiuo.ark:/13960/t0wp9vx13	Bulletin of the American Library Association. 1908	American Library Association.	1908-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t0wp9vx13
mdp.39015036753161	Bulletin of the American Library Association. v.3 1909	American Library Association.	1909-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753161
uiuo.ark:/13960/t8nc5vn3w	Bulletin of the American Library Association. 1909	American Library Association.	1909-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t8nc5vn3w
mdp.39015036753179	Bulletin of the American Library Association. v.4 1910	American Library Association.	1910-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753179
uiuo.ark:/13960/t2w37nq3t	Bulletin of the American Library Association. 1910	American Library Association.	1910-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t2w37nq3t
inu.30000099645651	Bulletin of the American Library Association. v.5 1911	American Library Association.	1911-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645651
mdp.39015036753187	Bulletin of the American Library Association. v.5 1911	American Library Association.	1911-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753187
uiuo.ark:/13960/t3610xr58	Bulletin of the American Library Association. 1911	American Library Association.	1911-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t3610xr58
inu.30000099645669	Bulletin of the American Library Association. v.6 1912	American Library Association.	1912-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645669
mdp.39015036753195	Bulletin of the American Library Association. v.6 1912	American Library Association.	1912-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753195
uiuo.ark:/13960/t7dr2rh0m	Bulletin of the American Library Association. 1912	American Library Association.	1912-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t7dr2rh0m
inu.30000099645677	Bulletin of the American Library Association. v.7 1913	American Library Association.	1913-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645677
mdp.39015036753203	Bulletin of the American Library Association. v.7 1913	American Library Association.	1913-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753203
uiuo.ark:/13960/t7rn32f1c	Bulletin of the American Library Association. 1913	American Library Association.	1913-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t7rn32f1c
inu.30000099645685	Bulletin of the American Library Association. v.8 1914	American Library Association.	1914-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645685
mdp.39015036753211	Bulletin of the American Library Association. v.8 1914	American Library Association.	1914-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753211
uiuo.ark:/13960/t3xs5md2m	Bulletin of the American Library Association. 1914	American Library Association.	1914-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t3xs5md2m
inu.30000099645693	Bulletin of the American Library Association. v.9 1915	American Library Association.	1915-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645693
mdp.39015036753229	Bulletin of the American Library Association. v.9 1915	American Library Association.	1915-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753229
uiuo.ark:/13960/t0qr4qf79	Bulletin of the American Library Association. 1915	American Library Association.	1915-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t0qr4qf79
inu.30000099645701	Bulletin of the American Library Association. v.10 1916	American Library Association.	1916-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645701
mdp.39015036753237	Bulletin of the American Library Association. v.10 1916	American Library Association.	1916-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753237
uiuo.ark:/13960/t4kk96c2t	Bulletin of the American Library Association. 1916	American Library Association.	1916-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t4kk96c2t
mdp.39015036753245	Bulletin of the American Library Association. v.11 1917	American Library Association.	1917-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753245
inu.30000099645719	Bulletin of the American Library Association. v.12 1918	American Library Association.	1918-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/inu.30000099645719
mdp.39015036753252	Bulletin of the American Library Association. v.12 1918	American Library Association.	1918-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/mdp.39015036753252
uiuo.ark:/13960/t74t6hb9j	Bulletin of the American Library Association. 1918	American Library Association.	1918-00-00	1	1696601	sc78001580		https://catalog.hathitrust.org/Record/000551654	https://hdl.handle.net/2027/uiuo.ark:/13960/t74t6hb9j
